Trophy,Nombre,Añada,Productor,Paísdecultivo,Regióndecultivo,Categoría,Gusto,Vinificación,Tipodevino,Tipodeuva,Volumendealcohol,Acidez,Azúcarresidual,Azufre,Precioindicativo,Medalla
Asia Wine Trophy 2018,"Aragonia Seleccion Especial, tinto",2015,Bodegas Aragonesas,España,Aragonien,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Garnacha,"14,3","5,6","3,4",120,6,Silver
Asia Wine Trophy 2018,Coto de Hayas Crianza tinto,2015,Bodegas Aragonesas,España,Aragonien,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Garnacha, Tempranillo","14,44","5,1","1,8",73,"6,95",Silver
Asia Wine Trophy 2018,Ermita de San Lorenzo Gran Reserva,2011,Artiga Fustel S.L.,España,Aragonien,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Grenache, Cabernet","13,79",6,"0,1",78,"6,95",Gold
Asia Wine Trophy 2018,Fagus tinto,2016,Bodegas Aragonesas,España,Aragonien,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Garnacha,"14,55","5,6","2,1",67,"10,5",Gold
Asia Wine Trophy 2018,Chispas,2017,Bodegas Aragonesas,España,Aragonien,Vino tranquilo,Seco,tanque de acero,tinto,"Garnacha, Syrah",14,"5,15","2,9","92,8","4,99",Silver
Asia Wine Trophy 2018,ESLIZON OLD VINES GARNACHA,2017,Bodegas Aragonesas,España,Aragonien,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Garnacha,"14,25","5,2","2,1",64,"8,95",Gold
Asia Wine Trophy 2018,Las Carlinas OVG,2017,Bodegas Santo Cristo,España,Aragonien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Garnacha,"14,8","5,27","1,35",81,"5,49",Gold
Asia Wine Trophy 2018,Siete Pecados Garnacha Selección,2016,Isaac fernandez seleccion,España,Aragonien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Garnacha,"14,4","5,15","1,8","167,6","12,99",Gold
Asia Wine Trophy 2018,"Coto de Hayas Garnacha Centenaria, tinto",2016,Bodegas Aragonesas,España,Aragonien,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Garnacha,"14,3","5,5","3,5",130,"5,3",Gold
Asia Wine Trophy 2018,"Aragonia Seleccion Especial, tinto",2016,Bodegas Aragonesas,España,Aragonien,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Garnacha,"14,3","5,6","3,4",120,6,Gold
Asia Wine Trophy 2018,El Casetero,2016,Bodegas Frontonio,España,Aragonien,Vino tranquilo,Seco,No especificado,tinto,Garnacha,14,"5,28","1,3",65,"5,99",Silver
Asia Wine Trophy 2018,Siete pecados Garnacha Joven,2016,Isaac fernandez seleccion,España,Aragonien,Vino tranquilo,Seco,No especificado,tinto,Garnacha,"14,4","5,5","1,8","136,18","8,99",Silver
Asia Wine Trophy 2018,La Mordida,2017,Bodegas Alceño.,España,Castilla La Mancha,Vino tranquilo,Seco,No especificado,tinto,Tempranillo,"14,2",6,"2,2",42,"8,5",Gold
Asia Wine Trophy 2018,REFOSCO DAL PEDUNCOLO ROSSO,2016,Borgo Stajnbech,Italia,Veneto,Vino tranquilo,Seco,tanque de acero,tinto,Refosco dal Peduncolo Rosso,"13,5","5,6","4,2",76,13,Gold
Asia Wine Trophy 2018,Chateau Dubraud,2016,Château Dubraud,Francia,Bordeaux,Vino tranquilo,Seco,tanque de acero,tinto,"Cabernet Franc, Merlot, Cabernet Sauvignon","12,5",5,"0,4","70,82","8,5",Gold
Asia Wine Trophy 2018,Agostón Garnacha-Syrah 2017,2017,Bodegas Paniza,España,Aragonien,Vino tranquilo,Semi seco,tanque de acero,tinto,"Syrah, Garnacha","14,4","5,1",9,67,No especificado,Gold
Asia Wine Trophy 2018,BALLAD,2015,"Bodegas Luis Marin Pardos, S.L.",España,Aragonien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Garnacha,"13,55","3,3","1,83",35,No especificado,Silver
Asia Wine Trophy 2018,Castillo de Embrid Crianza,2015,"Bodegas Luis Marin Pardos, S.L.",España,Aragonien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Garnacha, Tempranillo","13,4","3,18","1,96",32,No especificado,Silver
Asia Wine Trophy 2018,CASTILLO MAYOR GRAN RESERVA,2012,"Bodegas Luis Marin Pardos, S.L.",España,Aragonien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Garnacha, Tempranillo","14,39",6,"1,3",25,2,Gold
Asia Wine Trophy 2018,Esteban Martin Crianza,2014,Bodegas Esteban Martin,España,Aragonien,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Syrah, Garnacha, Tempranillo","14,29","5,6","1,3",80,"5,5",Gold
Asia Wine Trophy 2018,Paniza Crianza 2015,2015,Bodegas Paniza,España,Aragonien,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Garnacha, Tempranillo, Cabernet Sauvignon","13,5","5,2","2,5",0,No especificado,Gold
Asia Wine Trophy 2018,MONASTERIO DE LAS VIÑAS RESERVA,2014,Grandes Vinos y Vinedos S.A.,España,Aragonien,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Carinena, Garnacha, Tempranillo","13,64","5,8","0,4",88,"3,99",Gold
Asia Wine Trophy 2018,LA FLAMENCA,2017,"Bodegas Luis Marin Pardos, S.L.",España,Aragonien,Vino tranquilo,Seco,tanque de acero,tinto,"Tempranillo, Cabernet Sauvignon","13,15","3,14","1,85",33,"1,75",Gold
Asia Wine Trophy 2018,Don Mendo Gran Reserva,2012,Bodegas San Valero,España,Aragonien,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Garnacha, Tempranillo","14,31","3,3","0,13","83,2","9,99",Gold
Asia Wine Trophy 2018,LA FLAMENCA,2017,"Bodegas Luis Marin Pardos, S.L.",España,Aragonien,Vino tranquilo,Seco,tanque de acero,tinto,"Tempranillo, Merlot","13,05","3,2","1,81",35,"1,75",Gold
Asia Wine Trophy 2018,CARIÑENA DO GRAN RESERVA (2011),2011,Bodegas Paniza,España,Aragonien,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Garnacha, Cabernet Sauvignon, Tempranillo","13,5","5,2","2,5",140,"2,99",Gold
Asia Wine Trophy 2018,CASTILLO VIÑARAL GRAN RESERVA,2012,"Bodegas Luis Marin Pardos, S.L.",España,Aragonien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Garnacha, Tempranillo","14,86","6,4","1,2",19,3,Silver
Asia Wine Trophy 2018,Particular garnacha old vine,2015,Bodegas San Valero,España,Aragonien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Garnacha,"14,66","3,12","0,95","113,6","5,99",Gold
Asia Wine Trophy 2018,GABARDA SELECCION,2015,Bodegas Gabarda,España,Aragonien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Carinena, Garnacha","14,05","3,15",3,0,No especificado,Gold
Asia Wine Trophy 2018,CASTILLO DE EMBID CRIANZA,2015,"Bodegas Luis Marin Pardos, S.L.",España,Aragonien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Tempranillo, Garnacha","13,52","3,16","1,96",31,"1,5",Gold
Asia Wine Trophy 2018,Castillo de Embrid Crianza,2014,"Bodegas Luis Marin Pardos, S.L.",España,Aragonien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Tempranillo, Garnacha","13,4","3,15","1,98",32,No especificado,Silver
Asia Wine Trophy 2018,CASTILLO DE EMBID CRIANZA,2016,"Bodegas Luis Marin Pardos, S.L.",España,Aragonien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Garnacha, Tempranillo","13,76","5,5","2,4",48,"1,5",Gold
Asia Wine Trophy 2018,Castillo de Peracense,2017,"Bodegas Luis Marin Pardos, S.L.",España,Aragonien,Vino tranquilo,Seco,tanque de acero,tinto,"Garnacha, Tempranillo","13,55","3,25","1,82",35,No especificado,Gold
Asia Wine Trophy 2018,El Gordo Garnacha,2017,"Bodegas Luis Marin Pardos, S.L.",España,Aragonien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Garnacha,"13,1","3,14","2,5",28,No especificado,Gold
Asia Wine Trophy 2018,Primitivo di Manduria DOP,2014,Antica Masseria Jorche,Italia,Puglia,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Primitivo,15,"5,8","1,8",87,20,Gold
Asia Wine Trophy 2018,Casa del Canto Roble,2014,Señorío de Barahonda S.L.,España,Murcia,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Syrah, Monastrell, Cabernet Sauvignon","14,6","4,79","3,2",76,"7,99",Gold
Asia Wine Trophy 2018,BARAHONDA ORGANIC,2017,Señorio de Barahonda,España,Murcia,Vino tranquilo,Seco,tanque de acero,tinto,"Monastrell, Merlot","14,65","5,21","4,1",48,"7,5",Gold
Asia Wine Trophy 2018,GUSTO,2015,Artiga Fustel S.L.,España,Murcia,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Garnacha Tintorera, Monastrell, Syrah","14,2","5,2",2,40,"6,95",Gold
Asia Wine Trophy 2018,Dominio de Artiga Reserva DO Yecla,2014,Artiga Fustel S.L.,España,Murcia,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Monastrell, Cabernet","14,15","5,1","4,7",120,"8,99",Gold
Asia Wine Trophy 2018,Castillo de Liria Reserva,2014,Vicente Gandia Pla,España,Valencia,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Tempranillo, Cabernet Sauvignon","12,5","4,63","2,4",102,6,Gold
Asia Wine Trophy 2018,Juan de Juanes Vendimia Plata Tempranillo,2016,Anecoop,España,Valencia,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Tempranillo,14,"5,2",4,100,9,Gold
Asia Wine Trophy 2018,Palacio de Colores,2017,Anecoop,España,Valencia,Vino tranquilo,Seco,tanque de acero,tinto,"Syrah, Tempranillo, Garnacha","13,5","5,5",5,150,9,Gold
Asia Wine Trophy 2018,Icono Selección,2015,Anecoop,España,Valencia,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Cabernet Sauvignon, Syrah, Tempranillo, Garnacha Tintorera, Monastrell",14,"5,5",4,90,"14,9",Gold
Asia Wine Trophy 2018,Castillo de Alcoy Crianza,2015,Anecoop,España,Valencia,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Monastrell, Tempranillo","13,5","5,2",4,90,"1,99",Gold
Asia Wine Trophy 2018,"La Iliada Cabernet Sauvignon, Syrah, Tempranillo",2017,Anecoop,España,Valencia,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Cabernet Sauvignon,13,6,4,85,5,Silver
Asia Wine Trophy 2018,Castillo de Catadau Crianza,2015,Anecoop,España,Valencia,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Tempranillo,14,"5,2",4,90,4,Gold
Asia Wine Trophy 2018,Cernigo,2017,Anecoop,España,Valencia,Vino tranquilo,Semi seco,No especificado,tinto,Cabernet Sauvignon,14,"5,7",7,90,9,Gold
Asia Wine Trophy 2018,El Miracle by Mariscal,2016,Vicente Gandia Pla,España,Valencia,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Garnacha Tintorera,13,"4,72","0,7",70,"7,5",Gold
Asia Wine Trophy 2018,Juan de Juanes Vendimia Bronce Tinto,2017,Anecoop,España,Valencia,Vino tranquilo,Seco,tanque de acero,tinto,"Syrah, Tempranillo, Garnacha","13,5","5,5",5,150,5,Gold
Asia Wine Trophy 2018,"Spätburgunder Rotwein QbA mit Lage, 0,75 l",2016,Wiihus Markgräflerland,Alemania,Baden,Vino tranquilo,Seco,tanque de acero,tinto,Blauer Spätburgunder,"13,15","5,3","4,2",135,"2,79",Gold
Asia Wine Trophy 2018,Alcardet Sommelier Crianza,2014,Bodegas Alcardet,España,Toledo,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Petit Verdot, Tempranillo","13,5","5,5","1,8",132,10,Gold
Asia Wine Trophy 2018,Fellbacher Lämmler Syrah P -Im Barrique gereift-,2015,Fellbacher Weingärtner,Alemania,Württemberg,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Syrah,"13,3","4,8","1,6",108,"19,5",Gold
Asia Wine Trophy 2018,Shengtangtianbao Dry Red Wine,2011,"Penglai Guobin Winery Co., Ltd",China,Shandong,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Syrah,14,0,0,0,No especificado,Grand Gold
Asia Wine Trophy 2018,Shengtangkaiyuan Dry Red Wine,2013,"Penglai Guobin Winery Co., Ltd",China,Shandong,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Cabernet Sauvignon,14,0,0,0,No especificado,Silver
Asia Wine Trophy 2018,Botijo Rojo,2016,Epilense de Vinos y Viñedos,España,Aragonien,Vino tranquilo,Seco,No especificado,tinto,Garnacha,14,"5,46","1,4",65,"6,99",Gold
Asia Wine Trophy 2018,Nero d'Avola Sicilia Doc Feudo Principi di Butera,2016,Zonin 1821,Italia,Sizilien,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Nero d´Avola,14,"5,49","3,4",106,10,Gold
Asia Wine Trophy 2018,Señorío de Otazu,2010,Bodega Otazu,España,Navarra,Vino tranquilo,Seco,No especificado,tinto,"Tempranillo, Cabernet Sauvignon, Merlot","14,5","5,5","1,3",29,"19,2",Gold
Asia Wine Trophy 2018,Vinalopó Crianza,2014,Bodega las Virtudes,España,Valencia,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Monastrell, Cabernet Sauvignon",14,"5,2","2,8",100,4,Gold
Asia Wine Trophy 2018,Eridano Reserva,2012,Bodegas y Viñedos Puente del Ea,España,La Rioja,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Garnacha, Tempranillo, Graciano","13,47","5,46","1,2",82,"11,95",Gold
Asia Wine Trophy 2018,Señorío de Sarría Crianza,2014,Bodega de Sarria,España,Navarra,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Garnacha, Cabernet Sauvignon, Graciano","14,72","6,4","0,4",45,5,Gold
Asia Wine Trophy 2018,Calle Grande,2017,Bodegas y Viñedos Contralto,España,Castilla La Mancha,Vino tranquilo,Seco,tanque de acero,tinto,"Syrah, Merlot, Tempranillo, Cabernet Sauvignon","12,5","5,2",4,130,5,Silver
Asia Wine Trophy 2018,Antina,2017,Bodegas y Viñedos Casa del Valle,España,Castilla La Mancha,Vino tranquilo,Seco,tanque de acero,tinto,"Tempranillo, Cabernet Sauvignon","12,5","5,2",4,130,5,Silver
Asia Wine Trophy 2018,Acantus,2017,Bodegas y Viñedos Casa del Valle,España,Castilla La Mancha,Vino tranquilo,Seco,tanque de acero,tinto,"Merlot, Syrah, Tempranillo, Cabernet Sauvignon","12,5","5,2",4,130,5,Gold
Asia Wine Trophy 2018,El Tidón,2017,Bodegas y Viñedos Casa del Valle,España,Castilla La Mancha,Vino tranquilo,Seco,tanque de acero,tinto,"Tempranillo, Cabernet Sauvignon","12,5","5,2",4,130,5,Gold
Asia Wine Trophy 2018,Junding Feiteng Unicorn Series Dry Red Wine,2015,Junding Winery,China,China Yantai,Vino tranquilo,Seco,tanque de acero,tinto,"Cabernet Sauvignon, Petit Verdot",13,5,"4,5",0,50,Gold
Asia Wine Trophy 2018,Junding Oriental Dry Red Wine,2015,Junding Winery,China,China Yantai,Vino tranquilo,Seco,tanque de acero,tinto,"Cabernet Sauvignon, Merlot","13,5","5,7","4,6",0,46,Silver
Asia Wine Trophy 2018,BRICCOLO Merlot DOC Friuli Grave RISERVA,2015,Bidoli - Margherita & Arrigo,Italia,Friuli Venezia Giulia,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Merlot,"13,96",6,"6,8",96,"7,5",Gold
Asia Wine Trophy 2018,Penny Bio Vegan Tempranillo rot,2017,Franz Wilhelm Langguth GmbH & Co. KG,España,Castilla,Vino tranquilo,Seco,tanque de acero,tinto,Tempranillo,"12,8","4,6","5,6",96,No especificado,Gold
Asia Wine Trophy 2018,Finca Carelio Tempranillo,2015,"Peninsula Vinicultores, S.L.",España,Castilla,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Tempranillo,"14,5","4,88","2,65",91,"9,99",Gold
Asia Wine Trophy 2018,Kingston Echelon Shiraz,2015,Kingston Estate Wines,Australia,South Australia,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Shiraz,"14,5","6,4","0,6",132,"22,8",Gold
Asia Wine Trophy 2018,Sanzhizhixingheyi Cabernet Sauvignon Dry Red Wine,2013,"Ningxia Helanshan Donglu Manor Wine Co.,LTD",China,Ningxia the eastern foot of helan mountain appellation,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Cabernet Sauvignon, Pinot Noir","14,5","5,4","4,4",0,No especificado,Gold
Asia Wine Trophy 2018,Chateau Hedong Cabernet Sauvignon Dry Red Wine,2013,"Ningxia Helanshan Donglu Manor Wine Co.,LTD",China,Ningxia the eastern foot of helan mountain appellation,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Cabernet Sauvignon, Cabernet Franc","14,5","5,7","4,9",0,No especificado,Gold
Asia Wine Trophy 2018,Sanzhizhixingheyi Cabernet Franc Dry Red Wine,2014,Ningxia Helanshan Manor Wine Company Limited China,China,Ningxia the eastern foot of helan mountain appellation,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Cabernet Franc,"14,5","5,9","6,3",0,No especificado,Gold
Asia Wine Trophy 2018,Chateau Hedong Cabernet Sauvignon Dry Red Wine,2014,"Ningxia Helanshan Donglu Manor Wine Co.,LTD",China,Ningxia the eastern foot of helan mountain appellation,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Cabernet Sauvignon, Cabernet Franc","14,5","5,7","4,9",0,No especificado,Gold
Asia Wine Trophy 2018,Hepai-Li Cabernet Sauvignon Dry Red Wine,2014,"Ningxia Helanshan Techan Kaifa Company Co.,LTD",China,Ningxia the eastern foot of helan mountain appellation,Vino tranquilo,Seco,tanque de acero,tinto,Cabernet Sauvignon,14,"5,3",20,0,30,Gold
Asia Wine Trophy 2018,Chateau Hedong Syrah Dry Red Wine,2014,"Ningxia Helanshan Donglu Manor Wine Co.,LTD",China,Ningxia the eastern foot of helan mountain appellation,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Syrah,14,"5,9","5,4",0,No especificado,Gold
Asia Wine Trophy 2018,Sanzhizhiliangzhi Cabernet Sauvignon Dry Red Wine,2012,Ningxia Helanshan Manor Wine Company Limited China,China,Ningxia the eastern foot of helan mountain appellation,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Cabernet Sauvignon, Cabernet Franc",14,"4,8","3,6",0,No especificado,Gold
Asia Wine Trophy 2018,Chateau Hedong Syrah Dry Red Wine,2013,"Ningxia Helanshan Donglu Manor Wine Co.,LTD",China,Ningxia the eastern foot of helan mountain appellation,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Syrah,"13,5","5,5","5,4",0,No especificado,Grand Gold
Asia Wine Trophy 2018,Chateau DRYAD Perferried solution red wine,2016,"Ningxia Helan Mountain Chateau Dryad Co., Ltd",China,Ningxia the eastern foot of helan mountain appellation,Vino tranquilo,Seco,No especificado,tinto,"Cabernet Sauvignon, Merlot","14,7","0,2","4,3","0,05",No especificado,Gold
Asia Wine Trophy 2018,Sanzhizhixingheyi Syrah Dry Red Wine,2014,"Ningxia Helanshan Donglu Manor Wine Co.,LTD",China,Ningxia the eastern foot of helan mountain appellation,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Syrah,14,"5,9","5,4",0,No especificado,Grand Gold
Asia Wine Trophy 2018,Donna Marzia Negroamaro,2016,Agr. Soc. Coop. Conti Zecca,Italia,Puglia,Vino tranquilo,Seco,tanque de acero,tinto,"Negroamaro, no especificado","13,5","5,33",8,124,7,Gold
Asia Wine Trophy 2018,Cantine San Giorgio Primitivo di Manduria DOP Diodoro,2016,San Giorgio s.r.l.,Italia,Puglia,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Primitivo,"14,28",6,"3,6",78,15,Gold
Asia Wine Trophy 2018,MARZAGAGLIA     TENUTA PATRUNO PERNIOLA,2012,Tenuta Patruno Perniola - Az. Agr. Paolo Patruno,Italia,Puglia,Vino tranquilo,Seco,tanque de acero,tinto,Primitivo,"14,69","5,75","9,25",98,15,Grand Gold
Asia Wine Trophy 2018,Otto Lune,2016,Agr. Soc. Coop. Conti Zecca,Italia,Puglia,Vino tranquilo,Dulzura natural,maduración en barrica de madera,tinto,"Primitivo, no especificado","14,5","5,78",10,130,11,Gold
Asia Wine Trophy 2018,Feudo Croce Primitivo di Manduria DOP Imperio,2016,San Giorgio s.r.l.,Italia,Puglia,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Primitivo,"14,38","5,9","6,4",63,15,Gold
Asia Wine Trophy 2018,LENOS     TENUTA PATRUNO PERNIOLA,2016,Tenuta Patruno Perniola - Az. Agr. Paolo Patruno,Italia,Puglia,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Primitivo,"14,38","3,53","10,22",160,10,Gold
Asia Wine Trophy 2018,Kingston Estate Shiraz,2016,Kingston Estate Wines,Australia,Clare Valley - South Australia,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Shiraz,14,"5,8","3,8",82,"16,2",Gold
Asia Wine Trophy 2018,Glücksgriff - Spätburgunder & Cabernet Sauvignon,2016,Winzergenosschenschaft Achkarren,Alemania,Baden - Kaiserstuhl,Vino tranquilo,Semi seco,tanque de acero,tinto,"Spätburgunder, Cabernet Sauvignon","12,86","4,4","11,8",98,6,Grand Gold
Asia Wine Trophy 2018,Regent trocken,2015,Cisterzienser Weingut,Alemania,Rheinhessen,Vino tranquilo,Seco,tanque de acero,tinto,Regent,13,"4,7",5,166,"6,5",Gold
Asia Wine Trophy 2018,Cuvée Golser Nr. 1,2017,Golser Wein GmbH - Gaudium Vinum Galos,Austria,Burgenland,Vino tranquilo,Semi seco,tanque de acero,tinto,"Merlot, St. Laurent, Zweigelt, Blaufränkisch",12,"5,2","16,6",79,No especificado,Gold
Asia Wine Trophy 2018,Merlot limited,2015,Weingut Alfred Fischer,Austria,Burgenland,Vino tranquilo,Seco,tanque de acero,tinto,Merlot,"13,5","4,9",3,110,"8,4",Gold
Asia Wine Trophy 2018,SGJ Spätburgunder trocken,2016,Weingut-Weinhaus Siegbert Bimmerle,Alemania,Baden,Vino tranquilo,Seco,tanque de acero,tinto,Spätburgunder,"13,5","5,3","4,7",112,"6,99",Gold
Asia Wine Trophy 2018,Baron von Maydell Spätburgunder trocken,2016,Baron von Maydell,Alemania,Baden,Vino tranquilo,Seco,tanque de acero,tinto,Spätburgunder,"13,5",5,5,115,"5,99",Gold
Asia Wine Trophy 2018,Baron von Maydell Spätburgunder trocken,2016,Baron von Maydell,Alemania,Baden,Vino tranquilo,Seco,tanque de acero,tinto,Spätburgunder,"13,5","5,2","5,1",122,"5,99",Gold
Asia Wine Trophy 2018,MontGras ANTU Cabernet Sauvignon,2016,MontGras,Chile,Valle Central,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Cabernet Sauvignon,14,"5,63","2,56",75,"5,6",Gold
Asia Wine Trophy 2018,PantaRhei Caberhei,2011,Schwarz Wein,Austria,Neusiedlersee,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Cabernet Franc, Cabernet Sauvignon, Merlot",14,"4,9",1,80,"39,9",Gold
Asia Wine Trophy 2018,PantaRhei Cabernet Franc,2013,Schwarz Wein,Austria,Neusiedlersee,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Cabernet Franc,"14,5","5,6",1,147,"40,9",Gold
Asia Wine Trophy 2018,Kingston Estate Petit Verdot,2016,Kingston Estate Wines,Australia,Riverland - South Australia,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Petit Verdot,14,"5,7","3,1",59,"16,2",Gold
Asia Wine Trophy 2018,D. Fuas Regional Terras Dão Reserva Tinto,2015,ENOPORT PRODUÇÃO DE BEBIDAS SA,Portugal,Dão,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Jaen, Alfrocheiro, Touriga Nacional, Tinta Roriz","12,89","5,5","7,7",133,"6,9",Gold
Asia Wine Trophy 2018,Moura Basto DOC Dão Colheita Selecionada Tinto,2015,ENOPORT PRODUÇÃO DE BEBIDAS SA,Portugal,Dão,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Alfrocheiro, Touriga Nacional, Tinta Roriz","12,91","5,6","3,3",133,"6,9",Gold
Asia Wine Trophy 2018,Catedral DOP Dão Reserva Tinto,2015,ENOPORT PRODUÇÃO DE BEBIDAS SA,Portugal,Dão,Vino tranquilo,Semi seco,maduración en barrica - 100%,tinto,"Alfrocheiro, Touriga Nacional, Tinta Roriz","12,91","5,6","7,7",133,"6,9",Gold
Asia Wine Trophy 2018,Diodoros,2014,CVA Canicattí,Italia,Sizilien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Nerello Cappuccio, Nero d´Avola, Nerello Mascalese","14,68","6,4","3,8",66,9,Gold
Asia Wine Trophy 2018,Baglio Gibellina U...Passimiento   DOC Sicilia,2017,Baglio Gibellina,Italia,Sizilien,Vino tranquilo,Seco,tanque de acero,tinto,"Nero d´Avola, Frappato","13,03","5,9","12,9",71,10,Gold
Asia Wine Trophy 2018,Scialo,2015,CVA Canicattí,Italia,Sizilien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Nero d´Avola, Syrah","14,5","5,8","1,8",70,"6,9",Gold
Asia Wine Trophy 2018,Kingston Estate Cabernet Sauvignon,2016,Kingston Estate Wines,Australia,Coonawarra - South Australia,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Cabernet Sauvignon,14,"6,1","3,9",96,"16,2",Silver
Asia Wine Trophy 2018,Gran Reserva Cabernet Sauvignon Dos Almas,2015,Vigna Dos Almas SpA,Chile,Maipo Valley,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Cabernet Sauvignon,13,"5,6",3,68,"10,5",Gold
Asia Wine Trophy 2018,Reserva Cabernet-Sauvignon Dos Almas,2016,Vigna Dos Almas SpA,Chile,Colchagua Valley,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Cabernet Sauvignon,"12,5","5,23","3,37",66,8,Gold
Asia Wine Trophy 2018,Pinot Noir,2015,Fischer Birtok Kft.,Hungría,Badacsony(-i),Vino tranquilo,Seco,tanque de acero,tinto,Pinot Noir,13,"4,8",5,130,6,Gold
Asia Wine Trophy 2018,Enterizo Tinto,2017,Bodegas Coviñas,España,,Vino tranquilo,Seco,tanque de acero,tinto,"Bobal, Tempranillo","12,43","4,8","2,7",57,"2,5",Silver
Asia Wine Trophy 2018,Rabo de Galo Lisboa,2016,Casa Santos Lima,Portugal,,Vino tranquilo,Semi seco,maduración en barrica - parcialmente,tinto,"Touriga Nacional, Castelão, Tinta Roriz","13,74","5,4","6,8",48,2,Gold
Asia Wine Trophy 2018,Quinta do Medronheiro Oloroso,2010,"A Quinta do Medronheiro Agro-Turismo, Lda",Portugal,,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Jaen, Touriga Nacional, Tinta Roriz","13,5","6,2",3,106,"9,6",Gold
Asia Wine Trophy 2018,"Quinta das Setencostas, Red",2016,Casa Santos Lima,Portugal,,Vino tranquilo,Semi seco,maduración en barrica - parcialmente,tinto,"Tinta Miuda, Preto Martinho, Camarate, Castelão","13,71",5,"7,9",53,"3,5",Gold
